brand,ice_type,drink_name,caffeine_amount,processed_at
이디야,hot,(EX) HOT 카페 모카(EX)  HOT Cafe Mocha,254.0,2026-03-17 20:08:27
이디야,ice,(EX) ICED 카페 모카(EX) ICED Café Mocha,254.0,2026-03-17 20:08:27
이디야,hot,(L) HOT 카라멜 마끼아또(L) HOT Caramel  Macchiato,158.0,2026-03-17 20:08:27
이디야,ice,(L) ICED 카라멜 마끼아또(L) ICED Caramel Macchiato,158.0,2026-03-17 20:08:27
이디야,hot,(EX) HOT 카라멜 마끼아또(EX) HOT Caramel  Macchiato,237.0,2026-03-17 20:08:27
이디야,ice,(EX) ICED 카라멜 마끼아또(EX) ICED Caramel  Macchiato,237.0,2026-03-17 20:08:27
이디야,hot,(L) HOT 바닐라 라떼(L) HOT Vanilla Latte,200.0,2026-03-17 20:08:27
이디야,ice,(L) ICED 바닐라 라떼(L) ICED Vanilla Latte,200.0,2026-03-17 20:08:27
이디야,hot,(EX) HOT 바닐라 라떼(EX) HOT Vanilla Latte,321.0,2026-03-17 20:08:27
이디야,ice,(R) 바닐라 오트 콜드브루(R) Vanilla Oat Cold Brew,78.0,2026-03-17 20:08:27
이디야,ice,(EX) ICED 바닐라 라떼(EX) ICED Vanilla Latte,321.0,2026-03-17 20:08:27
이디야,ice,(L) ICED 넛츠 크림 라떼(L) ICED Nuts Cream Latte,158.0,2026-03-17 20:08:27
이디야,hot,(L) HOT 화이트 초콜릿 모카(L) HOT White Chocolate Mocha,158.0,2026-03-17 20:08:27
이디야,ice,(L) ICED 화이트 초콜릿 모카(L) ICED White Chocolate Mocha,158.0,2026-03-17 20:08:27
이디야,hot,(EX) HOT 화이트 초콜릿 모카 (EX) HOT White Chocolate Mocha,237.0,2026-03-17 20:08:27
이디야,hot,(L) HOT 민트 모카(L) HOT Mint Mocha,194.0,2026-03-17 20:08:27
이디야,ice,(EX) ICED 화이트 초콜릿 모카 (EX) ICED White Chocolate Mocha,237.0,2026-03-17 20:08:27
이디야,ice,(L) ICED 민트 모카(L) ICED Mint Mocha,194.0,2026-03-17 20:08:27
이디야,ice,아포가토 오리지널Affogato original,79.0,2026-03-17 20:08:27
빽다방,hot,더블에스프레소,371.0,2026-03-17 20:08:27
빽다방,hot,아메리카노(HOT),93.0,2026-03-17 20:08:27
빽다방,ice,아메리카노(ICED),237.0,2026-03-17 20:08:27
빽다방,ice,레드불 꿀샷추(ICED),237.0,2026-03-17 20:08:27
빽다방,hot,원조커피(HOT),237.0,2026-03-17 20:08:27
빽다방,ice,원조커피(ICED),237.0,2026-03-17 20:08:27
빽다방,hot,원조커피 제로슈거(HOT),197.0,2026-03-17 20:08:27
빽다방,ice,원조커피 제로슈거(ICED),406.0,2026-03-17 20:08:27
빽다방,ice,아이스티샷추가(아샷추),371.0,2026-03-17 20:08:27
빽다방,ice,아샷망추 (아샷추 + 망고추가),489.0,2026-03-17 20:08:27
빽다방,hot,꿀아메리카노(HOT),452.0,2026-03-17 20:08:27
빽다방,ice,꿀아메리카노(ICED),93.0,2026-03-17 20:08:27
빽다방,hot,헤이즐넛아메리카노 (HOT),105.0,2026-03-17 20:08:27
빽다방,ice,헤이즐넛아메리카노 (ICED),237.0,2026-03-17 20:08:27
빽다방,hot,헤이즐넛라떼(HOT),237.0,2026-03-17 20:08:27
빽다방,ice,헤이즐넛라떼(ICED),237.0,2026-03-17 20:08:27
빽다방,hot,달달연유라떼(HOT),237.0,2026-03-17 20:08:27
빽다방,ice,달달연유라떼(ICED),237.0,2026-03-17 20:08:27
빽다방,hot,카페라떼(HOT),237.0,2026-03-17 20:08:27
빽다방,ice,카페라떼(ICED),237.0,2026-03-17 20:08:27
빽다방,ice,블랙펄카페라떼(ICED),237.0,2026-03-17 20:08:27
빽다방,hot,바닐라라떼(HOT),237.0,2026-03-17 20:08:27
빽다방,ice,바닐라라떼(ICED),237.0,2026-03-17 20:08:27
빽다방,hot,카페모카(HOT),118.5,2026-03-17 20:08:27
빽다방,ice,카페모카(ICED),237.0,2026-03-17 20:08:27
빽다방,hot,카라멜마키아또(HOT),237.0,2026-03-17 20:08:27
빽다방,ice,카라멜마키아또(ICED),237.0,2026-03-17 20:08:27
빽다방,hot,바나나 카페라떼(HOT),237.0,2026-03-17 20:08:27
빽다방,ice,바나나 카페라떼(ICED),237.0,2026-03-17 20:08:27
빽다방,ice,바나나 커피쉐이크,237.0,2026-03-17 20:08:27
빽다방,ice,아이스크림카페라떼(ICED),119.0,2026-03-17 20:08:27
빽다방,ice,아이스크림바닐라라떼(ICED),119.0,2026-03-17 20:08:27
빽다방,ice,아이스크림카페모카(ICED),119.0,2026-03-17 20:08:27
빽다방,ice,콜드브루(ICED),237.0,2026-03-17 20:08:27
빽다방,hot,콜드브루(HOT),237.0,2026-03-17 20:08:27
빽다방,ice,디카페인 콜드브루(ICED),237.0,2026-03-17 20:08:27
빽다방,hot,디카페인 콜드브루(HOT),209.0,2026-03-17 20:08:27
빽다방,ice,콜드브루라떼(ICED),209.0,2026-03-17 20:08:27
빽다방,hot,콜드브루라떼(HOT),15.0,2026-03-17 20:08:27
빽다방,ice,디카페인 콜드브루라떼(ICED),209.0,2026-03-17 20:08:27
빽다방,hot,디카페인 콜드브루라떼(HOT),209.0,2026-03-17 20:08:27
빽다방,ice,콜드브루라떼(연유)(ICED),15.0,2026-03-17 20:08:27
빽다방,hot,콜드브루라떼(연유)(HOT),209.0,2026-03-17 20:08:27
빽다방,ice,디카페인 콜드브루라떼(연유)(ICED),209.0,2026-03-17 20:08:27
빽다방,hot,디카페인 콜드브루라떼(연유)(HOT),15.0,2026-03-17 20:08:27
빽다방,ice,콜드브루라떼(흑당)(ICED),209.0,2026-03-17 20:08:27
빽다방,hot,콜드브루라떼(흑당)(HOT),209.0,2026-03-17 20:08:27
빽다방,ice,디카페인 콜드브루라떼(흑당)(ICED),15.0,2026-03-17 20:08:27
빽다방,ice,빽사이즈 아메리카노(ICED),474.0,2026-03-17 20:08:27
빽다방,ice,빽사이즈 원조커피(ICED),564.0,2026-03-17 20:08:27
빽다방,ice,빽사이즈 원조커피 제로슈거(ICED),686.0,2026-03-17 20:08:27
빽다방,ice,빽사이즈 카페라떼(ICED),474.0,2026-03-17 20:08:27
빽다방,ice,빽사이즈 아이스티샷추가(ICED),167.0,2026-03-17 20:08:27
빽다방,ice,빽사이즈 아샷망추,215.0,2026-03-17 20:08:27
할리스,ice,아샷추,74.0,2026-03-17 20:08:27
할리스,ice,몬스터 아메리카노,134.0,2026-03-17 20:08:27
할리스,hot,블랙아리아아메리카노,153.0,2026-03-17 20:08:27
할리스,ice,블랙아리아아메리카노,153.0,2026-03-17 20:08:27
할리스,hot,블랙아리아딥라떼,153.0,2026-03-17 20:08:27
할리스,ice,블랙아리아딥라떼,153.0,2026-03-17 20:08:27
할리스,hot,돌체 라떼,93.0,2026-03-17 20:08:27
할리스,ice,돌체 라떼,93.0,2026-03-17 20:08:27
할리스,hot,디카페인아메리카노,3.0,2026-03-17 20:08:27
할리스,ice,디카페인아메리카노,3.0,2026-03-17 20:08:27
할리스,hot,디카페인카페 라떼,3.0,2026-03-17 20:08:27
할리스,ice,디카페인카페 라떼,3.0,2026-03-17 20:08:27
할리스,hot,디카페인바닐라 딜라이트,25.0,2026-03-17 20:08:27
할리스,ice,디카페인바닐라 딜라이트,25.0,2026-03-17 20:08:27
할리스,ice,콜드브루 딜라이트,195.0,2026-03-17 20:08:27
할리스,ice,콜드브루 라떼,195.0,2026-03-17 20:08:27
할리스,ice,콜드브루,195.0,2026-03-17 20:08:27
할리스,hot,바닐라 딜라이트,83.0,2026-03-17 20:08:27
할리스,ice,바닐라 딜라이트,83.0,2026-03-17 20:08:27
할리스,hot,카라멜 마키아또,127.0,2026-03-17 20:08:27
할리스,ice,카라멜 마키아또,127.0,2026-03-17 20:08:27
할리스,hot,카페 모카,132.0,2026-03-17 20:08:27
할리스,ice,카페 모카,132.0,2026-03-17 20:08:27
할리스,hot,카푸치노,127.0,2026-03-17 20:08:27
할리스,hot,카페 라떼,127.0,2026-03-17 20:08:27
할리스,ice,카페 라떼,127.0,2026-03-17 20:08:27
할리스,hot,아메리카노,114.0,2026-03-17 20:08:27
할리스,ice,아메리카노,114.0,2026-03-17 20:08:27
할리스,ice,아포가토,93.0,2026-03-17 20:08:27
할리스,hot,에스프레소,61.0,2026-03-17 20:08:27
파스쿠찌,hot,바닐라빈 골든라떼,321.0,2026-03-17 20:08:27
파스쿠찌,hot,카페 헤이 오트,227.0,2026-03-17 20:08:27
파스쿠찌,hot,아메리카노,213.0,2026-03-17 20:08:27
파스쿠찌,hot,카페라떼,219.0,2026-03-17 20:08:27
파스쿠찌,hot,카라멜 라떼 마끼아또,196.0,2026-03-17 20:08:27
파스쿠찌,hot,바닐라 라떼 마끼아또,188.0,2026-03-17 20:08:27
파스쿠찌,hot,카페 모카,202.0,2026-03-17 20:08:27
파스쿠찌,hot,카푸치노(HOT ONLY),190.0,2026-03-17 20:08:27
파스쿠찌,ice,슈크림 젤라또 카페라떼,110.0,2026-03-17 20:08:27
파스쿠찌,ice,티라미수 젤라또 카페라떼,110.0,2026-03-17 20:08:27
파스쿠찌,ice,카카오 젤라또 카페라떼,107.0,2026-03-17 20:08:27
파스쿠찌,ice,아이스 카페 헤이 오트,157.0,2026-03-17 20:08:27
파스쿠찌,ice,아이스 아메리카노,213.0,2026-03-17 20:08:27
파스쿠찌,ice,아이스 카페라떼,219.0,2026-03-17 20:08:27
파스쿠찌,ice,아이스 카라멜 라떼 마끼아또,218.0,2026-03-17 20:08:27
파스쿠찌,ice,아이스 카페 모카,202.0,2026-03-17 20:08:27
파스쿠찌,ice,아이스 바닐라 라떼 마끼아또,204.0,2026-03-17 20:08:27
파스쿠찌,ice,아이스 바닐라빈 골든라떼,214.0,2026-03-17 20:08:27
파스쿠찌,ice,돌체 콜드브루 플로트,145.0,2026-03-17 20:08:27
파스쿠찌,ice,콜드브루 아메리카노,201.0,2026-03-17 20:08:27
파스쿠찌,ice,콜드브루 라떼,190.0,2026-03-17 20:08:27
파스쿠찌,ice,오트 콜드브루 플로트,201.0,2026-03-17 20:08:27
파스쿠찌,ice,청포도 콤부차,6.0,2026-03-17 20:08:27
파스쿠찌,ice,애플 망고 콤부차,6.0,2026-03-17 20:08:27
파스쿠찌,ice,애플 히비스커스 콤부차,6.0,2026-03-17 20:08:27
파스쿠찌,ice,자몽 주스,0.0,2026-03-17 20:08:27
파스쿠찌,ice,아이스 자몽 주스,0.0,2026-03-17 20:08:27
파스쿠찌,ice,초콜릿 라떼,18.0,2026-03-17 20:08:27
파스쿠찌,ice,아이스 초콜릿 라떼,18.0,2026-03-17 20:08:27
파스쿠찌,ice,레몬 스파클링,0.0,2026-03-17 20:08:27
파스쿠찌,ice,자몽 스파클링,0.0,2026-03-17 20:08:27
파스쿠찌,ice,청포도 스파클링,0.0,2026-03-17 20:08:27
할리스,ice,아이스티,11.0,2026-03-17 20:08:27
할리스,ice,딸기라떼,0.0,2026-03-17 20:08:27
할리스,hot,꿀모과차,0.0,2026-03-17 20:08:27
할리스,ice,꿀모과차,0.0,2026-03-17 20:08:27
할리스,hot,레몬 생강차,0.0,2026-03-17 20:08:27
할리스,ice,레몬 생강차,0.0,2026-03-17 20:08:27
할리스,hot,대추 생강차,0.0,2026-03-17 20:08:27
할리스,ice,대추 생강차,0.0,2026-03-17 20:08:27
할리스,hot,제주 레몬 애플티,0.0,2026-03-17 20:08:27
할리스,ice,제주 레몬 애플티,0.0,2026-03-17 20:08:27
할리스,ice,로얄 밀크 버블티,51.0,2026-03-17 20:08:27
할리스,hot,로얄 밀크티 라떼,51.0,2026-03-17 20:08:27
할리스,ice,로얄 밀크티 라떼,51.0,2026-03-17 20:08:27
할리스,ice,흑당 버블티,0.0,2026-03-17 20:08:27
할리스,ice,핑크 파인캐모마일티,0.0,2026-03-17 20:08:27
할리스,hot,제주 말차 라떼,129.0,2026-03-17 20:08:27
할리스,ice,제주 말차 라떼,129.0,2026-03-17 20:08:27
할리스,hot,민트초코,3.0,2026-03-17 20:08:27
할리스,ice,민트초코,3.0,2026-03-17 20:08:27
할리스,hot,핫/아이스초코,8.0,2026-03-17 20:08:27
할리스,ice,핫/아이스초코,8.0,2026-03-17 20:08:27
할리스,hot,화이트초코,23.0,2026-03-17 20:08:27
할리스,ice,화이트초코,23.0,2026-03-17 20:08:27
할리스,hot,유자 캐모마일,0.0,2026-03-17 20:08:27
할리스,ice,유자 캐모마일,0.0,2026-03-17 20:08:27
할리스,hot,복숭아 얼그레이,33.0,2026-03-17 20:08:27
할리스,ice,복숭아 얼그레이,33.0,2026-03-17 20:08:27
할리스,hot,홍자몽차,0.0,2026-03-17 20:08:27
할리스,ice,홍자몽차,0.0,2026-03-17 20:08:27
할리스,hot,제주 한라봉감귤차,0.0,2026-03-17 20:08:27
할리스,ice,제주 한라봉감귤차,0.0,2026-03-17 20:08:27
할리스,hot,고흥 유자차,0.0,2026-03-17 20:08:27
할리스,ice,고흥 유자차,0.0,2026-03-17 20:08:27
할리스,hot,해남 녹차,25.0,2026-03-17 20:08:27
할리스,ice,해남 녹차,25.0,2026-03-17 20:08:27
할리스,hot,페퍼민트,0.0,2026-03-17 20:08:27
할리스,ice,페퍼민트,0.0,2026-03-17 20:08:27
할리스,hot,캐모마일,0.0,2026-03-17 20:08:27
할리스,ice,캐모마일,0.0,2026-03-17 20:08:27
할리스,hot,얼그레이,17.0,2026-03-17 20:08:27
할리스,ice,얼그레이,17.0,2026-03-17 20:08:27
공차,ice,카페라떼(L),129.0,2026-03-17 20:08:27
공차,ice,카페라떼(J),171.0,2026-03-17 20:08:27
달콤커피,ice,카페라떼 (R),184.0,2026-03-17 20:08:27
달콤커피,ice,카페라떼 (L),204.0,2026-03-17 20:08:27
달콤커피,ice,카페라떼 (K),204.0,2026-03-17 20:08:27
뚜레주르,ice,카페라떼,166.0,2026-03-17 20:08:27
매머드커피,ice,카페라떼 ICE,243.3,2026-03-17 20:08:27
매머드커피,ice,카페라떼 HOT,243.3,2026-03-17 20:08:27
매머드커피,ice,바닐라라떼 ICE,243.3,2026-03-17 20:08:27
매머드커피,ice,바닐라라떼 HOT,243.3,2026-03-17 20:08:27
매머드커피,ice,캬라멜 마끼아또 ICE,243.3,2026-03-17 20:08:27
매머드커피,ice,캬라멜 마끼아또 HOT,243.3,2026-03-17 20:08:27
매머드커피,ice,카페모카 ICE,243.3,2026-03-17 20:08:27
매머드커피,ice,카페모카 HOT,243.3,2026-03-17 20:08:27
매머드커피,ice,돌체라떼 ICE,243.3,2026-03-17 20:08:27
매머드커피,ice,디카페인 아메리카노 ICE,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 아메리카노 HOT,2.5,2026-03-17 20:08:27
커피에반하다,ice,카페라떼 Tall,410.0,2026-03-17 20:08:27
커피에반하다,ice,카페라떼 Grande,615.0,2026-03-17 20:08:27
커피에반하다,ice,카페라떼 Mini Venti,615.0,2026-03-17 20:08:27
커피에반하다,ice,카페라떼 Venti,820.0,2026-03-17 20:08:27
커피에반하다,ice,바닐라 라떼 Tall,410.0,2026-03-17 20:08:27
커피에반하다,ice,바닐라 라떼 Grande,615.0,2026-03-17 20:08:27
커피에반하다,ice,바닐라 라떼 Mini Venti,615.0,2026-03-17 20:08:27
커피에반하다,ice,바닐라 라떼 Venti,820.0,2026-03-17 20:08:27
커피에반하다,ice,카페모카 Tall,410.0,2026-03-17 20:08:27
커피에반하다,ice,카페모카 Grande,615.0,2026-03-17 20:08:27
커피에반하다,ice,카페모카 Mini Venti,615.0,2026-03-17 20:08:27
커피에반하다,ice,카페모카 Venti,820.0,2026-03-17 20:08:27
커피에반하다,ice,카라멜모카 Tall,410.0,2026-03-17 20:08:27
커피에반하다,ice,카라멜모카 Grande,615.0,2026-03-17 20:08:27
커피에반하다,ice,카라멜모카 Mini Venti,615.0,2026-03-17 20:08:27
커피에반하다,ice,카라멜모카 Venti,820.0,2026-03-17 20:08:27
커피에반하다,ice,카라멜 마끼아토 Tall,410.0,2026-03-17 20:08:27
커피에반하다,ice,카라멜 마끼아토 Grande,615.0,2026-03-17 20:08:27
커피에반하다,ice,카라멜 마끼아토 Mini Venti,615.0,2026-03-17 20:08:27
커피에반하다,ice,카라멜 마끼아토 Venti,820.0,2026-03-17 20:08:27
커피에반하다,ice,콜드브루 Tall,205.0,2026-03-17 20:08:27
커피에반하다,ice,콜드브루 Grande,273.0,2026-03-17 20:08:27
커피에반하다,ice,콜드브루 Mini Venti,307.0,2026-03-17 20:08:27
커피에반하다,ice,콜드브루 Venti,342.0,2026-03-17 20:08:27
매머드커피,hot,아메리카노,243.3,2026-03-17 20:08:27
매머드커피,ice,아메리카노,243.3,2026-03-17 20:08:27
매머드커피,hot,꿀 커피,243.3,2026-03-17 20:08:27
매머드커피,ice,꿀 커피,243.3,2026-03-17 20:08:27
매머드커피,hot,아몬드 아메리카노,243.3,2026-03-17 20:08:27
매머드커피,ice,아몬드 아메리카노,243.3,2026-03-17 20:08:27
매머드커피,ice,아샷추 아이스티,132.3,2026-03-17 20:08:27
매머드커피,hot,카페 라떼,243.3,2026-03-17 20:08:27
매머드커피,ice,카페 라떼,243.3,2026-03-17 20:08:27
매머드커피,hot,카푸치노,243.3,2026-03-17 20:08:27
매머드커피,ice,카푸치노,243.3,2026-03-17 20:08:27
매머드커피,hot,꿀 라떼,243.3,2026-03-17 20:08:27
매머드커피,ice,꿀 라떼,243.3,2026-03-17 20:08:27
매머드커피,hot,아몬드 라떼,243.3,2026-03-17 20:08:27
매머드커피,ice,아몬드 라떼,243.3,2026-03-17 20:08:27
매머드커피,hot,바닐라 라떼,243.3,2026-03-17 20:08:27
매머드커피,ice,바닐라 라떼,243.3,2026-03-17 20:08:27
매머드커피,hot,꿀바나 라떼,243.3,2026-03-17 20:08:27
매머드커피,ice,꿀바나 라떼,243.3,2026-03-17 20:08:27
매머드커피,hot,카라멜 마키아토,243.3,2026-03-17 20:08:27
매머드커피,ice,카라멜 마키아토,243.3,2026-03-17 20:08:27
매머드커피,hot,카페 모카,243.3,2026-03-17 20:08:27
매머드커피,ice,카페 모카,243.3,2026-03-17 20:08:27
매머드커피,hot,티라미수 라떼,243.3,2026-03-17 20:08:27
매머드커피,ice,티라미수 라떼,243.3,2026-03-17 20:08:27
매머드커피,hot,헤이즐넛 커피,244.7,2026-03-17 20:08:27
매머드커피,ice,헤이즐넛 커피,244.7,2026-03-17 20:08:27
매머드커피,hot,코코넛 사이공 라떼,243.3,2026-03-17 20:08:27
매머드커피,ice,코코넛 사이공 라떼,243.3,2026-03-17 20:08:27
매머드커피,hot,헤이즐넛 모카,244.3,2026-03-17 20:08:27
매머드커피,ice,헤이즐넛 모카,244.3,2026-03-17 20:08:27
매머드커피,hot,돌체 라떼,243.3,2026-03-17 20:08:27
매머드커피,ice,돌체 라떼,243.3,2026-03-17 20:08:27
매머드커피,hot,달고나 카페라떼,243.3,2026-03-17 20:08:27
매머드커피,ice,달고나 카페라떼,243.3,2026-03-17 20:08:27
매머드커피,hot,믹스 커피,369.0,2026-03-17 20:08:27
매머드커피,ice,믹스 커피,369.0,2026-03-17 20:08:27
매머드커피,hot,디카페인 아메리카노,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 아메리카노,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 꿀 커피,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 꿀 커피,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 아몬드 아메리카노,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 아몬드 아메리카노,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 꿀 라떼,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 꿀 라떼,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 카푸치노,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 카푸치노,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 카페 라떼,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 카페 라떼,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 아몬드 라떼,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 아몬드 라떼,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 바닐라 라떼,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 바닐라 라떼,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 카라멜 마키아토,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 카라멜 마키아토,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 카페 모카,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 카페 모카,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 티라미수 라떼,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 티라미수 라떼,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 꿀바나 라떼,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 꿀바나 라떼,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 헤이즐넛 커피,3.9,2026-03-17 20:08:27
매머드커피,ice,디카페인 헤이즐넛 커피,3.9,2026-03-17 20:08:27
매머드커피,hot,디카페인 코코넛 사이공 라떼,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 코코넛 사이공 라떼,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 헤이즐넛 모카,3.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 헤이즐넛 모카,3.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 돌체 라떼,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 돌체 라떼,2.5,2026-03-17 20:08:27
매머드커피,hot,디카페인 달고나 카페라떼,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 달고나 카페라떼,2.5,2026-03-17 20:08:27
매머드커피,ice,디카페인 아샷추 아이스티,12.0,2026-03-17 20:08:27
공차,ice,아메리카노(ESP),171.0,2026-03-17 20:08:27
공차,hot,아메리카노(ESP),171.0,2026-03-17 20:08:27
공차,ice,아메리카노(DRIP),364.0,2026-03-17 20:08:27
공차,hot,아메리카노(DRIP),364.0,2026-03-17 20:08:27
공차,ice,얼그레이 아메리카노(ESP),230.0,2026-03-17 20:08:27
공차,hot,얼그레이 아메리카노(ESP),230.0,2026-03-17 20:08:27
공차,ice,카페라떼,171.0,2026-03-17 20:08:27
